id,sku,name,short_description,price,discount,all_time_quantity_sold,discount_rate,review_count,inventory_status
167972598,4653878269443,Tôi Thích Bản Thân Nỗ Lực Hơn (Ấn Bản Kỷ Niệm),"“Một là không có bối cảnh, hai là không có tiền, ba là không có mối quan hệ, chỉ có thể trông cậy vào chính mình”. Nếu bạn đã từng có ý nghĩ như vậy, thì một cuốn sách như “Tôi thích bản thân nỗ lực h...",86300,33700,1904.0,28,291,available
3608623,9219205007405,Bí Mật Của Phan Thiên Ân,"Bí Mật Của Phan Thiên ÂnNhững bài học về tinh thần, tâm linh và trí tuệ đã được chính tiến sĩ Alan Phan chắp bút & phóng tác lại theo nguyên tác của cuốn sách vô giá theo thời gian “Người bán hàn...",69000,0,23979.0,0,2321,available
108715084,5727228276864,"Rio Book No.1 - Xấu Thế Nào, Đẹp Ra Sao - Bí Kíp Thẩm Định Thiết Kế Trong Marketing (Tái Bản Lần 6)","RIO BOOK NO.1 - Xấu thế nào, Đẹp ra sao (Tái bản)Với 9 bí kíp thẩm định thiết kế được trình bày đơn giản và dễ hiểu, checklist 20 câu hỏi gợi ý kiểm định cùng các trải nghiệm tương tác trực tiếp qua c...",134000,41000,4034.0,23,704,available
201679848,7494748257347,Tâm Trí Tội Phạm,"“Nếu chúng ta đánh đổi đạo đức để lấy những tiến bộ khoa học, những kết quả đạt chỉ là tội ác.” Trong cuốn sách này, tác giả Sam Kean sẽ dẫn lối người đọc một cách thành thạo hệt như một hướng dẫn viê...",148700,100300,399.0,40,52,available
76541999,4511006786134,Tăng tốc luyện đề thi Đánh giá năng lực (theo cấu trúc đề thi của Đại học Quốc gia TP. Hồ Chí Minh),Là cuốn sách DUY NHẤT cung cấp kiến thức/phương pháp/kĩ năng làm các dạng bài có trong đề thi đánh giá năng lực của ĐHQG HCM cùng nhiều đề thi tự luyện nhằm giúp 2K3 chinh phục điểm 800+ trong kì thi ...,184500,40500,2291.0,18,512,available
79672197,1217713291104,Bí Mật Của May Mắn (Khổ Nhỏ)(Tái Bản),"Câu chuyện trong Bí mật của May mắn hấp dẫn như câu chuyện thần thoại với những chân lý thực tế và vĩnh hằng của cuộc sống, mang lại cho người đọc, niềm tin, hy vọng, những trải nghiệm quý báu, đồng t...",31000,14000,6307.0,31,399,available
212567558,1933569957799,Thương Tiến Tửu – Tập 3,"Vận mệnh đã muốn ta suốt kiếp chôn chân tại chốn này, nhưng số mệnh ấy nào phải con đường ta lựa chọn. Cát vàng chôn vùi huynh đệ ta, ta không muốn tiếp tục thần phục số mệnh hư vô nữa. Thánh chỉ khôn...",113400,55600,238.0,33,50,available
194960730,3853955433686,Nỗi buồn chiến tranh,"Tác phẩm là dòng hồi ức của người lính về chiến tranh và thời tuổi trẻ đã trải qua trong bom đạn. Đó là lòng tiếc thương vô hạn đối với những người cùng thế hệ với mình đã nằm xuống, là ám ảnh về thân...",100000,30000,768.0,23,101,available
154245455,4022695906765,Combo 2 Cuốn Nghiền Từ Vựng Tiếng Anh: Học Qua Gốc Từ Bằng Hình Ảnh - Gốc Từ Là Bí Quyết Để Ghi Nhớ Hàng Nghìn Từ Vựng,"Bộ sách Nghiền từ vựng Tiếng Anh - Học qua gốc từ bằng hình ảnh là bộ sách học từ vựng với phương pháp mới nhất, lần đầu tiên xuất hiện tại thị trường Việt Nam: Học theo Gốc Từ. Phương pháp này giúp ...",168800,101200,1126.0,37,168,available
181974015,9104553211828,Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng (Tập 5),"Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng (Tập 5) “Nếu huy hiệu mà cũng hiện ra trên bàn tay của Leon thì… chúng tớ tâm đầu ý hợp nhỉ?” Noelle, người luôn thầm nghĩ về Leon, đang ...",95400,33600,2014.0,26,708,available
173748415,2475296572600,Tâm Lý Học Mối Quan Hệ,"Tiếp nối thành công của ba cuốn sách “Hai mặt của gia đình”, “Góc khuất của yêu thương” và “Trong mỗi chúng ta đều có một đứa trẻ cần vỗ về” - ba cuốn sách tâm lý học dành cho những người đang gặp tổn...",71000,27000,3061.0,28,301,available
545278,2513857681493,Combo Sherlock Holmes Toàn Tập (Trọn Bộ 3 Tập),"Combo Sherlock Holmes Toàn Tập Sherlock Holmes là một nhân vật thám tử hư cấu vào cuối thể kỉ 19 và đầu thế kỉ 20, xuất hiện lần đầu trong tác phẩm của nhà văn Arthur Conan Doyle xuất bản năm 1887. Ô...",279000,21000,169.0,7,65,available
202153817,6240846044920,Những Chàng Trai Ở Lộc Phong Quán – Tập 11,"Lộc Phong Quán là một tiệm cà phê truyền thống rất được yêu thích, thực khách ghé thăm nhất định sẽ trở lại nhiều lần để được thưởng thức những món ngọt ngon lành và chia sẻ tâm tư tình cảm của mình c...",51100,4900,367.0,9,59,available
195801686,9751482435841,Black Jack - Tập 13 (Bìa Mềm),"Câu chuyện xoay quanh việc chữa bệnh cứu người và những vấn đề yCâu chuyện xoay quanh việc chữa bệnh cứu người và những vấn đề y khoa, trong đó nhân vật chính là Black Jack, một bác sĩ tài giỏi nhưng ...",27100,2900,880.0,10,108,available
59511811,7588691430731,Sách Dấu Chân Trên Cát - Nguyên Phong (Tái Bản 2020),"“Dấu chân trên cát” là tác phẩm được dịch giả Nguyên Phong phóng tác kể về xã hội Ai Cập thế kỷ thứ XIV trước CN, qua lời kể của nhân vật chính - Sinuhe.Ngày nay, người ta biết đến triều đại các vua...",85840,62160,5477.0,42,1020,available
212465495,6318895541505,Black Jack 16 (Bìa mềm),"Câu chuyện xoay quanh việc chữa bệnh cứu người và những vấn đề y khoa, trong đó nhân vật chính là Black Jack, một bác sĩ tài giỏi nhưng “quái dị”. Điểm đặc biệt của anh chính là một vết sẹo dài trên k...",28400,1600,459.0,5,49,available
215141307,9304142675071,Người dọn dẹp hiện trường án mạng,“Người dọn dẹp hiện trường án mạng” - Góc khuất đằng sau nghề dọn dẹp hiện trường vụ án: đầy tính nhân văn nhưng cũng hết sức thảm khốc.Nhiệm vụ của những nhân viên dọn dẹp hiện trường là làm sạch và...,65700,28300,320.0,30,49,available
11122712,6797090419297,Bộ sách Làm Giàu Từ Chứng Khoán (How To Make Money In Stock) phiên bản mới + Hướng Dẫn Thực Hành CANSLIM Cho Người Mới Bắt Đầu,"GIỚI THIỆU SÁCH“Làm Giàu Từ Chứng Khoán” là cuốn sách kinh điển mà mọi nhà đầu tư nên đọc, kể từ khi được phát hành lần đầu tiên vào năm 1988 sách đã bán được 2 triệu bản và được dịch ra nhiều thứ ti...",700000,0,557.0,0,130,available
3737963,8526175141291,Bức Xúc Không Làm Ta Vô Can (Tái Bản),"Bức Xúc Không Làm Ta Vô Can (Tái Bản)""Từ chỗ vô danh cách đây bảy, tám năm, bây giờ, nếu gõ ""bức xúc"" vào Google, ta sẽ được 29 triệu kết quả, gấp gần 10 lần ""Ngọc Trinh"" một con số ấn tượng cho một ...",60700,24300,10883.0,29,984,available
201892204,9301847403030,Black Jack - Tập 15 (Bìa Mềm),"Câu chuyện xoay quanh việc chữa bệnh cứu người và những vấn đề yCâu chuyện xoay quanh việc chữa bệnh cứu người và những vấn đề y khoa, trong đó nhân vật chính là Black Jack, một bác sĩ tài giỏi nhưng ...",28100,1900,721.0,6,80,available
138107485,2064435455665,Mặt Dày Tâm Đen (Tái Bản),"Mặt dày tâm đen là cuốn cẩm nang kết hợp tri thức Đông Tây, khám phá cách thức áp dụng binh pháp trận mạc của Á Đông cùng những tư duy văn hóa để có được tinh thần bền bỉ và rèn luyện những kỹ năng ki...",106800,62200,1952.0,37,256,available
145288026,4953099111968,Chia Rẽ - Tại Sao Chúng Ta Đang Sống Trong Thời Đại Của Những Bức Tường,"Tim Marshall là ký giả kỳ cựu, nhưng ông cũng nổi tiếng không kém trong vai trò tác giả. Ông viết sáu cuốn sách, trong đó nổi tiếng nhất là Những tù nhân của địa lý, đã có ấn bản tiếng Việt, và Chia r...",146000,54000,2178.0,27,317,available
158019962,8605413947810,Combo 3 Cuốn Bộ Sách: Nuôi Con Không Phải Là Cuộc Chiến 2 (Tái Bản),"Nuôi Con Không Phải Là Cuộc Chiến 2 (Bộ 3 cuốn )Mốc thai kì 40 tuần đến gần, lúc này cũng là lúc mà bản năng “làm tổ” của mẹ trỗi dậy. Nhiều cha mẹ, đặc biệt là các cha mẹ chờ đợi đứa con đầu lòng ch...",240100,136900,1831.0,36,192,available
205574133,1798773988876,Nhân Duyên Tiền Kiếp,"“Tuyệt đối không nghi ngờ gì nữa, các cặp đôi đang bên nhau ở kiếp này đã từng ở bên nhau trong nhiều kiếp trước…”Sau khi được thôi miên và nhìn thấy tiền kiếp của chính mình, Dick Sutphen đã trở thà...",116400,78600,651.0,40,50,available
87226754,1599886723836,Một Cuốn Sách Buồn… Cười - Vui Vẻ Không Quạu Nha 2,"“Tôi lúc 6 tuổi: Mẹ ơi, 25 tuổi con sẽ mua cho mẹ một căn nhà lớn và chiếc xe hơi!Tôi lúc 25 tuổi: Mẹ yêu, shipper đến rồi con còn thiếu 20k để nhận hàng.”Đúng là tuổi trẻ chưa trải sự đời, lớn rồi ...",38000,41000,7657.0,52,1658,available
105483727,7205213868325,Ổn Định Hay Tự Do,"ỔN ĐỊNH HAY TỰ DO (Yên ổn bạn thích không cho bạn được cuộc đời như mong muốn) - cuốn sách Best-seller dành cho thế hệ GEN Z, tiếp nối Hãy khiến tương lai biết ơn vì hiện tại bạn đã cố gắng hết mình. ...",64000,65000,4884.0,50,967,available
112110014,6875487877896,TÂM LÝ HỌC ỨNG DỤNG,"Trí thông minh xã hội là việc hòa nhập, thu hút mọi người và khiến sự giao tiếp xã hội đem lại lợi ích cho bạn, thay vì cản trở bạn đạt được những mục tiêu của mình. Nói cách khác, sở hữu trí thông mi...",77000,52000,4152.0,40,606,available
195190105,9012694970564,Color Rush,"Color Rush - Tập 1 + 2 - Quà tặng kèm: * Bản đặc biệt: 01 Standee 02 ID Card 02 Bookmark 2 mặt *Bản Thường: - 02 Bookmark hai mặt Color Rush là một bộ truyện BL huyền bí, kết hợp giữa lãn...",204000,61000,641.0,23,206,available
71907876,9507721326293,Từ Điển Tiếng “Em”,"TỪ ĐIỂN TIẾNG “EM” – Định nghĩa về thế giới mới!Bạn sẽ bất ngờ, khi cầm cuốn “từ điển” xinh xinh này trên tay.Và sẽ còn ngạc nhiên hơn nữa, khi bắt đầu đọc từng trang sách…Dĩ nhiên là vì “Từ điển ti...",31000,38000,20650.0,55,5220,available
5067169,4715805599395,Luật Hấp Dẫn (Tái Bản),"Luật Hấp Dẫn (Tái Bản) CHÚNG TA THƯỜNG NGHE RẰNG:""Những gì ta muốn, muốn ta"", hay ""Niềm tin mang đến đều ta mong muốn"", nhưng cốt lõi của những điều ấy chỉ lần đầu tiên được lý giải rõ ràng và giản d...",63600,25400,7789.0,29,714,available
184070223,9594312279888,OSHO - Cảm Xúc,"“CẢM XÚC” - Chuyển hóa nỗi sợ hãi, giận dữ và ghen tuông thành năng lượng sáng tạo - Từ bao đời nay, chúng ta vẫn thường được dạy hãy đè nén cơn giận, nỗi buồn và vô số những cảm xúc bị gắn mác tiêu ...",109100,78900,1925.0,42,207,available
80960198,8972387969497,"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản 2021)","Thiên Tài Bên Trái, Kẻ Điên Bên Phải   NẾU MỘT NGÀY ANH THẤY TÔI ĐIÊN, THỰC RA CHÍNH LÀ ANH ĐIÊN ĐẤY!   Hỡi những con người đang oằn mình trong cuộc sống, bạn biết gì về thế giới của mình? Là vô vàn...",134250,44750,1051.0,25,212,available
208289682,5691473746785,Câu Chuyện Triết Học - The Story Of Philosophy,"Khi viết cuốn sách này, Will Durant không tham vọng viết một lịch sử triết học hoàn chỉnh, ông chỉ nỗ lực nhân văn hóa tri thức triết học qua cuộc đời và tư tưởng của các triết gia phương Tây mà theo ...",400500,0,1.0,0,0,available
11371249,6613307763215,Chuyện Con Mèo Và Con Chuột Bạn Thân Của Nó - Tái Bản,"“Tôi có thể nói rằng Mix là con mèo của Max nhưng tôi cũng có thể tuyên bố rằng Max là con người của Mix.” Câu chuyện bắt đầu như thế. Gắn bó với nhau từ thủa thiếu thời, cho tới ngày Mix đã già và bị...",30000,9000,6775.0,23,634,available
78015044,1154770472933,Rất Thích Rất Thích Em,"Sự trở lại của nữ hoàng dòng sách truyền cảm hứng Vãn Tình, cùng một cuốn sách mới lạ và hấp dẫn. Dành tặng bạn một giấc mơ thanh xuân vừa ngọt ngào vừa có chút đắng ngắt, vừa hết mình vừa pha lẫn ít ...",118000,31000,2587.0,21,562,available
197781967,6861090403970,Cậu Khiến Tôi “Phát Rồ” - There Is No Other,"Hayashi điềm nhiên làm đủ thứ khó hiểu cả trong trường và ngoài đường, chẳng màng tới ánh nhìn của người xung quanh. Song cũng chính sự kì lạ độc nhất ấy của Hayashi lại lôi cuốn những người khác đến ...",49900,100,622.0,0,129,available
193979870,7998948734054,Vụ Án Mạng Bên Hồ,Namikishi Yunsuke một mình lái chiếc xe Cima bon bon len lỏi trên con đường dài tít tắp dẫn tới Khu biệt thự hồ Himegami. Anh tới nhập hội với nhóm các ông bố bà mẹ tổ chức một trại ôn luyện cho bốn đ...,115000,40000,712.0,26,83,available
86517373,9854614898077,Khoa Học Về Nấu Ăn - The Science Of Cooking,"Nắm bắt các kiến thức khoa học và nấu ăn như một đầu bếp thực thụ!Cùng tìm hiểu xem tại sao ướp thịt qua đêm là không cần thiết, ngâm nước các loại gia vị khô lại giúp gia tăng hương vị, tại sao tốt n...",263000,87000,6340.0,25,1281,available
201877500,1183449374188,"Wyckoff 2.0: Tìm hiểu chuyên sâu về cấu trúc, hồ sơ khối lượng và dòng chảy lệnh trên thị trường",Wyckoff 2.0 – Cuốn sách mang tính đột phá mới cho hệ thống giao dịch theo phương pháp WyckoffPhương pháp Wyckoff là một phương pháp được rất nhiều nhà đầu tư trên thế giới sử dụng và được chứng minh ...,499000,0,512.0,0,68,available
82912488,3580673917869,Từ Tốt Đến Vĩ Đại (Tái bản 2021),"Jim Collins cùng nhóm nghiên cứu đã miệt mài nghiên cứu những công ty có bước nhảy vọt và bền vững để rút ra những kết luận sát sườn, những yếu tố cần kíp để đưa công ty từ tốt đến vĩ đại. Đó là những...",90500,39500,8813.0,30,1161,available
8835159,7265668071233,Đời Ngắn Đừng Ngủ Dài (Tái Bản),"“Mọi lựa chọn đều giá trị. Mọi bước đi đều quan trọng. Cuộc sống vẫn diễn ra theo cách của nó, không phải theo cách của ta. Hãy kiên nhẫn. Tin tưởng. Hãy giống như người thợ cắt đá, đều đặn từng nhịp,...",51000,24000,2944.0,32,396,available
2496281,3092043388563,Đồi Gió Hú (Tái Bản),"Đồi Gió Hú (Tái Bản)Đồi gió hú, câu chuyện cổ điển về tình yêu ngang trái và tham vọng chiếm hữu, cuốn tiểu thuyết dữ dội và bí ẩn về Catherine Earnshaw, cô con gái nổi loạn của gia đình Earnshaw, vớ...",77300,30700,3871.0,28,537,available
173882436,4774769582398,Tâm Lý Học Về Rối Loạn Nhân Cách Tránh Né,"- Hạn chế gần gũi với người khác - Thoải mái hơn khi ở một mình - Phản ứng tiêu cực với việc kết hôn hay sinh con- Ghét phải chịu trách nhiệm và sự ràng buộc, nhạy cảm với tổn thương, sợ thất bại, Số...",65000,64000,2649.0,50,317,available
35283863,3217860347825,Lược Sử Thế Giới,"Từ khi được viết ra bằng tiếng Đức năm 1935, Lược sử thế giới đã trở thành cuốn sách lịch sử bán chạy ở ba mươi ngôn ngữ. Năm 2005, cuốn sách được xuất bản bằng tiếng Anh với phần minh họa bổ sung, và...",227000,93000,5340.0,29,794,available
173763072,1327286909565,Tâm Lý Học Hẹn Hò - Nghệ Thuật Giao Tiếp Trong Tình Yêu,"Tại Mỹ, chúng ta nghe nói rằng kết cục của hơn một nửa các cuộc hôn nhân là ly hôn. Ở Bồ Đào Nha, con số này là 70%. Với các cuộc hôn nhân thứ hai ở Mỹ, tỷ lệ ly hôn tăng lên 65%, và đối với các cuộc ...",81300,27700,1736.0,25,186,available
205299640,3902507472022,Vừa Tỉnh Dậy Thì Nghe Nói Tôi Kết Hôn Rồi (Tập 3),"Vừa Tỉnh Dậy Thì Nghe Nói Tôi Kết Hôn Rồi (Tập 3)Từ nhỏ sức khỏe của Thiệu Tư đã không tốt, nhờ sự xuất hiện của một hệ thống kỳ quặc, hắn mới có thể sống sót tới ngày hôm nay, thậm chí còn gia nhập...",121000,38000,583.0,24,106,available
208789857,4528446575496,Cherry Magic - Tập 6,Trai tân 30 tuổi không muốn rời xa người ấy.Chàng phù thủy 30 tuổi sở hữu sức mạnh “đọc được tiếng lòng khi chạm vào người khác” - Adachi đã trở thành người yêu của Kurosawa. Nhờ việc tiết lộ bí mật ...,81700,27300,329.0,25,44,available
160997378,7490579538955,"Giải Thích Ngữ Pháp Tiếng Anh Với Bài Tập Và Đáp Án (TB 2022) - Tác giả Mai Lan Hương, Hà Thanh Uyên ","Tác giả: Mai Lan Hương, Hà Thanh Uyên Nhà xuất bản Đà Nẵng Số trang: 560 Kích thước: 17cm x 25cm x 1.6cm Cân nặng: 400g Năm xuất bản: 2022Công ty phát hành: ZenbooksGiải thích Ngữ pháp Tiếng Anh là c...",154000,66000,2385.0,30,504,available
168559521,9501689539403,Sự Trung Thực Của Xác Chết – Ghi Chép Của Một Nhà Pháp Y,"Chết là phần bóng tối của sự sống vốn vẫn quay lưng về phía chúng ta. -Rainer Maria RilkeKhi nghe đến hai chữ “pháp y”, mọi người sẽ liên tưởng đến điều gì?Có lẽ nhiều người sẽ mường tượng tới những...",57420,41580,1390.0,42,230,available
3608625,9869859661067,Payback Time - Ngày Đòi Nợ,"""Trong chứng khoán và thị trường tài chính, dám tham gia đầu tư cũng là một thành công tâm lý ban đầu. Dù vậy, 95% nhà đầu tư Việt Nam thuộc nhóm nhà đầu tư nhỏ lẻ với vốn kiến thức tài chính vô cùng ...",299000,0,31606.0,0,4351,available
153045603,8850035098034,Sách Người Giỏi Không Phải Là Người Làm Tất Cả (Tái Bản 2021),"Người Giỏi Không Phải Là Người Làm Tất CảQuản lý theo kiểu"" giao khoán"" là phong cách phổ biến nhất hiện nay. Người quản lý thực hiện công việc giao việc và chỉ can thiệp khi nào nhân viên có sa...",45500,12500,1891.0,22,128,available
57587819,4269339461913,Tui Ship Đối Thủ X Tui,"Vệ Ngôn Tử là một idol hạng ba, nhưng vì diễn xuất kém nên thường xuyên bị cư dân mạng nhạo báng. Cố Y Lương là đối thủ của Vệ Ngôn Tử, vừa đẹp trai lại vừa có tài năng, hai người thường xuyên bị đem ...",111000,48000,4131.0,30,1576,available
73878873,9124566211616,Tư Duy Sâu,TƯ DUY SÂU – TẬP HỢP 9 PHƯƠNG PHÁP TƯ DUY GIÚP BẠN ĐỘT PHÁ GIỚI HẠN BẢN THÂNFrancis Bacon đã từng phải thốt lên một câu kinh điển thế này: “Tri thức chính là lực lượng”Trong quá trình phát triển của...,65000,26000,7804.0,29,1619,available
161310103,2607035585213,Từ Vựng IELTS 8.0 - Từ Vựng Đắt Để Đạt Điểm Cao 4 Kỹ Năng,Từ vựng IELTS 8.0 - Từ vựng đắt để đạt điểm cao 4 kỹ năng là cuốn sách tổng hợp 15 chủ đề Từ vựng chất lượng giúp bạn đạt điểm cao cả 4 kỹ năng IELTS.ƯU ĐIỂM NỔI BẬT CỦA BỘ SÁCHCuốn sách tổng hợp 1...,84400,50600,2560.0,37,410,available
23416722,6101272032509,How The Body Works - Hiểu Hết Về Cơ Thể,"Truyền thông ngập tràn những khám phá và những lời khuyên mới mẻ về những thứ chúng ta nạp vào cơ thể nhưng có cơ sở khoa học nào cho bất kỳ tuyên bố đó không?Với những hình minh họa rõ ràng, dễ hiểu...",216000,84000,5781.0,28,980,available
139567621,6092388309702,Thức Tỉnh Mục Đích Sống (Tái Bản),Thức Tỉnh Mục Đích Sống - Cuốn Sách Làm Bừng Tỉnh Thế Giới! Chuyển hóa tâm thức con người là trọng tâm của những điều Eckhart Tolle đề cập trong quyển sách nổi tiếng A New Earth - Thức Tỉnh Mục Đích ...,108000,40000,2252.0,27,227,available
73125816,6195552458721,Digital Marketing - Từ Chiến Lược Đến Thực Thi (Tái Bản 2020),"DIGITAL MARKETING - TỪ CHIẾN LƯỢC ĐẾN THỰC THICuốn sách đầu tiên tại Việt Nam cung cấp hệ thống kiến thức bài bản nhất, cốt lõi nhất về Digital Marketing, bằng việc đi từ chiến lược tới triển khai, t...",135000,85000,5168.0,39,905,available
207841129,8398150734265,K-On Boxset,K-On Boxset Nội dung của K-ON! xoay quanh bốn cô gái đang học năm đầu cấp 3 cùng tham gia vào câu lạc bộ nhạc nhẹ của trường Trung học Nữ Sakuragaoka nhằm cứu nó không bị đóng cửa. Tuy nhiên vào lúc ...,351000,78000,350.0,18,42,available
26168610,1004949893807,Sherlock Holmes (Boxset Trọn Bộ 3 Tập),Sherlock Holmes (Boxset Trọn Bộ 3 Tập)“Tên tôi là Sherlock Holmes. Công việc của tôi là tìm hiểu những gì mà người khác không biết…”Đối với các độc giả yêu thích dòng văn trinh thám nói riêng cũng n...,211800,133200,3118.0,39,837,available
80628929,2828119882996,Từ IQ Đến EQ - Nắm Bắt Thành Công Qua Trí Tuệ Cảm Xúc,"Nhà đạo đức học Aristore từng nhận định: “Bất cứ ai cũng có thể trở nên giận dữ – đó là điều rất dễ xảy ra. Tuy nhiên, để giận đúng người, với mức độ thích hợp, đúng thời điểm, vì những lý do chính đá...",67800,23200,5642.0,25,1086,available
197344455,5845381372171,Ikigami - The Ultimate Limit - Tuyển Tập Những Câu Chuyện Lay Động Lòng Người - Tập 9,"Để người dân thấu hiểu giá trị sinh mệnh, một đạo luật mang tên “Luật duy trì phồn thịnh quốc gia” đã được ban hành. Luật quy định, khi một người vào tiểu học sẽ được tiêm một loại vắc xin và có tỉ lệ...",42700,2300,564.0,5,76,available
198644080,2663448395540,Người Bóng Bay,"“Chỉ cần chạm vào da đối tượng, tôi có thể nhập lệnh, biến kẻ đó thành hình dạng bóng bay như tưởng tượng.”Một ngày nọ, phát hiện mình sở hữu dị năng, gã nhân viên công ty tổ chức tiệc quyết định chu...",170100,18900,2.0,10,0,available
3071853,9299860227769,Homo Deus: Lược Sử Tương Lai,"Homo Deus: Lược Sử Tương LaiHomo sapiens có phải là một dạng sống siêu đẳng, hay chỉ là một tay đầu gấu địa phương? Làm thế nào con người lại tin rằng họ không chỉ đã kiểm soát thế giới, mà còn mang ...",135000,54000,20262.0,29,1521,available
214757466,7038051340046,Tặng Hoa Cho Bách Đồ Tập 2,"- Bản thường: Bookmark bồi cứng hai mặt (kẹp trong sách) - Bản đặc biệt: Bookmark bồi cứng hai mặt (kẹp trong sách), Poster khổ A2 giấy C300 cán mờ (ngoài sách), Standee Bập Bênh độc quyền (Ngoài sác...",105000,45000,366.0,30,86,available
196851826,1981947936544,Mi Mục Như Họa,"Mi Mục Như HọaChuyện kể về Điển Tất – một chú chuột xám bé nhỏ chẳng có gì đặc biệt, vẻ ngoài bình thường, khí chất bình thường. Vào một đêm gió tuyết hắn “nhặt” được một gã khách trọ phiền phức mặt ...",100000,39000,570.0,28,149,available
197719874,5992701291366,Suy Nghĩ Thống Kê Trong Đời Thường,"Chúng ta đang sống trong một xã hội hiện đại, một xã hội mà nhu cầu về hiểu biết con số trở nên rất quan trọng. Hầu như mỗi ngày chúng ta đều được “dội bom” bằng những con số thống kê về tình hình kin...",100000,60000,1101.0,38,130,available
212582470,6919390137572,Hôn Nhân Hạnh Phúc Của Tôi (Combo Manga + Light-Novel) [02 Bookmark + 01 Bìa Áo 2 Mặt + 01 Card Nhựa Trong + 02 Clipsheet + 01 Postcard Ivory + 01 Bìa Áo Novel Bonus],"Nguyện ước… chỉ là niềm “hạnh phúc” nhỏ nhoi… Miyo xuất thân từ một danh gia vọng tộc, mẹ ruột sớm qua đời, cô lớn lên trong sự ngược đãi của mẹ kế và em gái cùng cha khác mẹ. Cô bị ép gả cho một quâ...",120000,30000,194.0,20,41,available
205299815,9612550785192,"Tashiro, Cậu Đúng Thật Là! - Tập 1","Tashiro là một cậu chàng đẹp trai, tẩm ngẩm tầm ngầm nhưng kém giao tiếp. Ebihara là đàn anh cùng trường của Tashiro, đáng yêu và là một người bề ngoài lạnh lùng, bên trong ấm áp. Cùng với những thành...",86400,22600,270.0,21,48,available
209398575,1609991388170,Chờ Đến Mùa Xuân Nhé,"Chờ Đến Mùa Xuân NhéChỉ trong một đêm ngay trước khi kỳ ngủ đông diễn ra, cậu người sóc Rick đã mất tất cả sau vụ hỏa hoạn. Nhà cửa bị cháy rụi, quả hạch dự trữ, chăn đệm ấm áp mà cậu đã tất bật chuẩ...",95400,33600,264.0,26,59,available
174038838,8403405640023,Here U Are – Tập 2,Here U Are 2 – Hiểu lầm và những khúc mắc“Bị  thường là vì lý do gì?’’……Ngu Dương và Lê Hoán gặp nhau trong ngày tân sinh viên nhập học. Từ lúc ban đầu có ấn tượng không tốt với chàng sinh viên mới...,82000,28000,2364.0,25,800,available
161256053,6257125159723,Thông Điệp Từ Vũ Trụ (Bộ Bài & Sách Hướng Dẫn),Một boxset bộ bài oracle - chiêm tinh học độc nhất vô nhị!Chiêm tinh học và Tarot luôn có mối quan hệ chặt chẽ với nhau. Việc vận dụng các kiến thức Chiêm tinh học vào đọc bài Tarot hay Oracle đang t...,259000,91000,769.0,26,192,available
35191892,1070895004062,21 Bài Học Cho Thế Kỷ 21,"Sau khi tìm hiểu quá khứ và tương lai của nhân loại qua hai cuốn sách gây tiếng vang là Sapiens và Homo deus, Yuval Noah Harari đi sâu vào các vấn đề “ngay tại đây” và “ngay lúc này”, tức các sự kiện ...",162000,47000,18759.0,22,1720,available
540039,2399543351471,Giáo Trình Chuẩn HSK 1 - Bài Học (Kèm file MP3),"Giáo Trình Chuẩn HSK 1 - Bài HọcĐược chia thành 6 cấp độ với tổng cộng 18 cuốn, Giáo trình chuẩn HSK có những đặc điểm nổi bật sau:• Kết hợp thi cử và giảng dạy: Được biên soạn phù hợp với nội dung,...",142800,55200,6356.0,28,852,available
136143567,3589162915863,Thần Số Học,"Ngày sinh, ngày tốt nghiệp, số nhà, số đăng ký xe, số sổ hộ khẩu, số căn cước công dâ vô vàn con số hiện diện xung quanh chúng ta mỗi ngày, và có một vài con số nhất định liên tục lặp lại. Bạn đã từng...",122000,97000,1812.0,44,239,available
378448,2518407786529,Nhà Giả Kim,"Nhà Giả Kim Tất cả những trải nghiệm trong chuyến phiêu du theo đuổi vận mệnh của mình đã giúp Santiago thấu hiểu được ý nghĩa sâu xa nhất của hạnh phúc, hòa hợp với vũ trụ và con người. Tiểu thuyết...",64950,0,660.0,0,101,available
160548374,5463619010288,Yêu Thầm,Thời học sinh bạn đã bao giờ crush ai chưa?Cậu bạn cùng bàn?Lớp trưởng học giỏi?Hay một anh khóa trên điển trai? Chắc hẳn rất nhiều người trong chúng ta đều từng có một thời thầm thương trộm nhớ ai...,130000,35000,3087.0,21,1078,available
184801142,2580562523356,"Cutie Pie – Em Ngoan, Lại Cho Là Em Ngốc","Kuea Keerati đã đính hôn với Lian Wang - một chàng trai hơn tuổi, hoàn hảo và thông minh. Một đám cưới ngọt ngào, hoành tráng nhất cả nước của cả hai chắc chắn sẽ được tổ chức trong một vài năm tớ Thế...",140000,49000,978.0,26,341,available
100931418,4837536289606,Giao Tiếp Bất Kỳ Ai - 101 Cách Nâng Cao Khả Năng Giao Tiếp (Tái Bản),Một doanh nghiệp thành công hay thất bại thường tùy thuộc vào những kỹ năng giao tiếp nhiều hơn là phát triển kỹ thuật. Cuốn sách tuyệt vời này giúp bạn nâng cao các kỹ năng giao tiếp như nghe và nói ...,32000,23000,1506.0,42,209,available
